i	j	len_i	len_j	identity
23849	34138	540	166	0.3333333333333333
19503	6714	1285	255	0.2641509433962264
13572	16283	318	332	0.24
32651	26950	293	475	0.375
32803	29222	421	523	0.24193548387096775
588	21919	583	275	0.3333333333333333
33097	767	370	345	0.2608695652173913
32065	4334	535	445	0.25
2940	26506	465	709	0.3541666666666667
23813	7805	526	436	0.26595744680851063
1963	28004	1539	162	0.3181818181818182
17519	2675	411	376	0.34146341463414637
32503	2347	507	397	0.34285714285714286
29823	34584	1343	890	0.38461538461538464
13433	19751	285	568	0.2553191489361702
28925	34793	656	309	0.35
17622	33573	1510	797	0.31746031746031744
12863	696	525	1331	0.27906976744186046
14942	16666	293	505	0.264
33917	23020	354	499	0.6666666666666666
30306	13963	271	165	0.3684210526315789
28367	21532	306	396	0.2962962962962963
18661	474	419	779	0.4
19074	17191	1212	806	0.47058823529411764
8473	31405	1292	338	0.6153846153846154
12104	33690	1011	588	0.2222222222222222
3785	648	272	261	0.2641509433962264
12395	7712	470	143	0.3
29601	33164	456	266	0.3103448275862069
16047	25556	192	271	0.6666666666666666
16798	16102	515	556	0.4
5420	28050	341	922	0.23076923076923078
32273	34030	416	375	0.2222222222222222
21339	32936	277	772	0.28
17496	17110	293	288	0.8237410071942446
17508	2729	301	491	0.2549019607843137
20673	14130	409	556	0.2571428571428571
1569	13100	523	192	0.3
12202	2206	500	514	0.2631578947368421
30223	24362	452	1571	0.20754716981132076
28554	332	1323	408	0.20689655172413793
22431	10126	268	790	0.3793103448275862
27743	3544	1323	428	0.23529411764705882
8139	23698	753	544	0.47368421052631576
10417	13547	449	1510	0.2962962962962963
2474	8541	556	1329	0.24675324675324675
26358	24975	556	509	0.17857142857142858
12834	14348	264	556	0.3125
1397	10822	504	1336	0.25806451612903225
16114	23476	293	1511	0.4
26184	23109	554	293	0.2073170731707317
17349	210	216	320	0.6
16044	1923	1320	264	0.2553191489361702
28846	7689	388	320	0.275
23148	18034	1324	135	0.2
3940	11796	1524	637	0.25316455696202533
30337	13662	521	510	0.30303030303030304
10705	1687	1279	470	0.23943661971830985
7698	9566	550	505	0.625
23414	14090	348	192	0.2682926829268293
6122	21388	650	1072	0.3050847457627119
286	1441	1306	410	0.3111111111111111
19150	8390	520	494	0.23786407766990292
13138	5137	190	482	0.4444444444444444
34845	9177	1323	345	0.22727272727272727
2554	25199	525	528	0.22650602409638554
33893	8278	486	556	0.25
3635	19723	259	571	0.42857142857142855
34625	8155	551	243	0.23728813559322035
2132	15565	484	292	0.2653061224489796
3664	22714	520	531	0.2962962962962963
19485	34779	551	523	0.4166666666666667
18866	29378	524	515	0.24509803921568626
14255	33830	365	776	0.3111111111111111
23521	29062	534	655	0.2872340425531915
31812	29299	418	925	0.2459016393442623
13406	34434	362	1196	0.23809523809523808
9854	17753	1236	536	0.2698412698412698
21594	21457	248	322	0.3783783783783784
15512	34489	1304	555	0.2894736842105263
6879	24559	1289	480	0.21518987341772153
5547	35113	345	641	0.2909090909090909
10276	31851	551	503	0.4
9524	12307	527	428	0.5454545454545454
33765	9049	1021	1273	0.4444444444444444
28612	17988	571	362	0.3939393939393939
8618	23267	1202	539	0.2972972972972973
6453	33059	849	808	0.3076923076923077
22498	12102	656	374	0.2727272727272727
23746	23929	974	1172	0.2631578947368421
30607	27446	252	274	0.3253968253968254
34594	34468	296	561	0.38461538461538464
5194	22055	253	1266	0.25925925925925924
22180	2688	506	534	0.25
15969	3515	453	615	0.4
33639	8122	593	538	0.2222222222222222
27736	21518	411	539	0.4230769230769231
19879	17157	1512	361	0.2692307692307692
32886	29719	703	528	0.3181818181818182
25407	6770	351	507	0.3125
22189	976	545	541	0.21568627450980393
19278	33587	292	783	0.24489795918367346
18463	7545	293	1317	0.3448275862068966
21321	1995	1530	261	0.2066115702479339
33450	8927	891	500	0.375
16731	18881	326	1257	0.34375
26687	19036	524	508	0.35135135135135137
2691	15553	500	506	0.23529411764705882
21786	1753	1251	428	0.2185430463576159
29073	27064	282	259	0.1875
23665	22719	316	375	0.5555555555555556
23088	13784	378	529	0.3684210526315789
24134	21799	316	550	0.5
33312	33474	473	773	0.2702702702702703
5098	4063	345	552	0.32432432432432434
33278	8788	366	261	0.38461538461538464
9997	29270	1138	472	0.2909090909090909
28746	21609	1320	547	0.22580645161290322
19662	29296	1313	339	0.25
29623	32548	456	549	0.2508833922261484
32319	17793	509	241	0.2708333333333333
24386	11791	269	513	0.2647058823529412
24244	18603	804	492	0.34375
7698	8270	550	851	0.36363636363636365
14209	33706	556	370	0.391304347826087
29319	9724	487	570	0.3023255813953488
18904	16273	407	156	0.8333333333333334
31622	30797	534	411	0.3333333333333333
2525	1115	115	263	0.35294117647058826
32339	4071	292	522	0.47368421052631576
18679	21688	544	742	0.2545454545454545
23867	18625	1388	561	0.2011173184357542
20351	27266	303	345	0.4375
30267	17376	259	255	0.29056603773584905
6915	28598	802	556	0.32142857142857145
27942	8688	221	1295	0.2702702702702703
12941	22342	505	330	0.2
27641	32019	256	654	0.27848101265822783
7694	10095	580	280	0.375
21619	23856	414	289	0.34615384615384615
14483	22512	346	349	0.38837920489296635
1957	11059	524	380	0.35
29517	28241	556	256	0.3076923076923077
29278	17269	529	486	0.30844793713163066
1364	24615	498	1583	0.2302839116719243
19734	8121	1284	523	0.3125
10149	10029	503	1314	0.22330097087378642
32166	9668	543	511	0.3793103448275862
31632	26037	759	415	0.3333333333333333
23622	12933	515	497	0.3333333333333333
4112	18548	621	467	0.3157894736842105
24105	7417	1544	555	0.2222222222222222
13235	18107	1333	528	0.4782608695652174
6764	32534	498	179	0.2441860465116279
3239	3662	548	517	0.3148148148148148
22215	18541	853	562	0.5
23890	22045	1324	503	0.22413793103448276
15771	18991	448	707	0.35714285714285715
23146	23307	245	513	0.25
22033	23824	1275	464	0.2647058823529412
28517	12277	468	237	0.26785714285714285
8062	27784	351	534	0.3
14069	13339	411	505	0.2962962962962963
24445	31696	404	481	0.22448979591836735
27172	27181	870	1319	0.35135135135135137
33356	3536	473	490	0.2857142857142857
23338	509	1517	448	0.2698412698412698
19760	6006	1199	1294	0.22741935483870968
1964	32947	340	289	0.4117647058823529
27353	3330	1330	330	0.2485207100591716
19248	13167	312	292	0.3045977011494253
5207	31041	372	335	0.6283987915407855
5819	24284	537	332	0.2676056338028169
21602	30903	515	415	0.2564102564102564
21040	10398	481	222	0.7142857142857143
6126	29936	261	753	0.30917874396135264
15172	14618	192	505	0.21428571428571427
25622	25147	585	437	0.35714285714285715
3029	15897	1041	394	0.19444444444444445
4493	27540	481	344	0.2564102564102564
2362	34308	536	518	0.42857142857142855
33924	33173	863	774	0.25
22954	1601	503	255	0.4117647058823529
5766	2189	260	539	0.5714285714285714
24153	24366	573	544	0.26666666666666666
12904	5130	301	1556	0.20588235294117646
6084	7079	274	539	0.17857142857142858
24210	13409	212	291	0.20491803278688525
11351	2864	454	521	0.3125
10601	26600	523	1530	0.39285714285714285
18680	3177	376	345	0.29411764705882354
2161	12442	1266	293	0.24358974358974358
15555	14230	360	232	0.35294117647058826
28405	15924	586	95	0.5714285714285714
32753	2789	332	927	0.2702702702702703
12120	159	919	507	0.3409090909090909
15479	29330	165	736	0.375
33997	11112	776	1188	0.2571428571428571
4114	34884	599	354	0.2054794520547945
13844	34616	1316	890	0.4117647058823529
19474	18568	365	346	0.42857142857142855
29477	34061	460	264	0.29411764705882354
6510	27014	1325	260	0.32608695652173914
29675	28329	1530	699	0.2222222222222222
26488	16283	865	332	0.3076923076923077
17889	8854	1286	543	0.21621621621621623
517	15242	448	159	0.1935483870967742
19593	33587	413	783	0.4
6075	12163	503	1325	0.4375
19264	12212	548	520	0.3448275862068966
26526	28505	418	224	0.2727272727272727
19143	31505	247	503	0.3333333333333333
27068	20116	492	501	0.21927710843373494
18010	1965	304	293	0.32
16885	30349	1279	632	0.21052631578947367
12722	10908	1305	261	0.3469387755102041
32434	28448	528	492	0.25925925925925924
26638	15703	357	453	0.34615384615384615
28989	21447	518	526	0.46153846153846156
33966	6089	768	520	0.2391304347826087
31088	29073	506	282	0.2727272727272727
19814	17866	513	533	0.2903225806451613
11060	20388	567	859	0.30952380952380953
25439	34503	340	561	0.2564102564102564
29220	5787	259	533	0.3235294117647059
20051	16858	1233	440	0.45454545454545453
25167	14236	1302	394	0.35294117647058826
21951	16339	656	165	0.47058823529411764
6019	21432	345	500	0.38235294117647056
21645	28649	254	406	0.19696969696969696
26435	20378	793	753	0.24390243902439024
9448	12844	345	1508	0.35294117647058826
18294	670	516	337	0.2463768115942029
10000	24828	499	369	0.32432432432432434
728	24578	528	389	0.2550335570469799
17581	25467	318	1330	0.24324324324324326
25590	27413	1347	1314	0.26582278481012656
34036	4186	897	516	0.3142857142857143
7978	11931	410	536	0.4375
9116	9561	1568	853	0.2647058823529412
15924	8939	95	503	0.6304347826086957
32154	9002	530	693	0.2727272727272727
12172	3437	737	322	0.29120879120879123
14847	30651	448	440	0.5
13617	15099	191	1511	0.2535211267605634
31848	17684	509	394	0.23076923076923078
3488	25349	355	396	0.30952380952380953
4215	13353	495	448	0.2119205298013245
33730	27110	1429	542	0.3448275862068966
32239	19713	683	467	0.3
34132	21415	353	332	0.34285714285714286
32490	32862	471	178	0.23076923076923078
16030	3372	453	463	0.23255813953488372
17399	21607	254	407	0.3
21486	25234	245	565	0.19230769230769232
21335	29448	502	522	0.3776908023483366
26174	24368	431	559	0.26666666666666666
30171	32926	1542	1023	0.2625
25255	139	315	260	0.21875
3546	23105	547	1238	0.38461538461538464
22106	4397	399	855	0.3333333333333333
8635	25925	413	430	0.5224719101123596
31390	27810	381	485	0.32432432432432434
17113	16741	299	246	0.27358490566037735
17299	14079	270	362	0.8571428571428571
27147	14692	364	1319	0.30357142857142855
10853	30598	635	498	0.4375
2386	24093	168	497	0.24242424242424243
26940	7036	408	438	0.2631578947368421
16735	28468	1301	1294	0.6406130268199234
23273	12640	322	536	0.32
16469	16593	165	317	0.5625
11637	2772	436	1317	0.3333333333333333
4027	19125	1325	359	0.2602739726027397
9891	5752	802	409	0.3055555555555556
33430	28265	233	510	0.2962962962962963
29037	16387	820	192	0.37037037037037035
29878	6537	500	295	0.375
24160	8997	1300	500	0.27358490566037735
3323	16355	1545	293	0.21374045801526717
21351	5427	631	516	0.32558139534883723
6074	34582	277	354	0.3548387096774194
22780	1422	262	345	0.35294117647058826
22303	26794	325	546	0.4375
24514	6637	276	503	0.4666666666666667
15429	14666	556	519	0.32653061224489793
20748	20939	1221	535	0.27941176470588236
3254	5740	290	850	0.3076923076923077
17243	12290	489	1611	0.24705882352941178
12165	12176	548	656	0.3409090909090909
32814	31181	510	361	0.4
27742	26919	868	500	0.34782608695652173
13422	12200	478	167	0.3
32110	3120	523	870	0.47368421052631576
18294	8444	516	447	0.2777777777777778
13579	13399	292	220	0.8090909090909091
6277	102	533	412	0.23036649214659685
26359	2657	505	1325	0.38095238095238093
33122	5073	367	407	0.23529411764705882
32182	2832	509	396	0.5
2500	23830	376	430	0.24074074074074073
9902	8317	651	460	0.2619047619047619
5342	34651	262	273	0.19047619047619047
17515	22909	232	1506	0.2903225806451613
30089	19364	759	1277	0.2
26635	23714	494	348	0.3225806451612903
1371	21872	222	486	0.3235294117647059
8696	31003	413	348	0.2653061224489796
1241	11808	885	1334	0.375
23025	28129	520	543	0.2857142857142857
6270	7409	469	365	0.3333333333333333
19000	14127	1323	825	0.4117647058823529
20744	33017	491	299	0.29545454545454547
12696	2932	448	325	0.3269230769230769
20454	408	466	443	0.2685589519650655
31718	31400	510	1325	0.391304347826087
24004	8093	514	1078	0.3782051282051282
14472	2631	269	593	0.3389830508474576
28056	5033	386	650	0.3137254901960784
710	10036	1215	1328	0.38051623646960864
9170	7126	397	483	0.5
26309	29869	882	296	0.3448275862068966
18841	22226	1249	346	0.2116788321167883
13183	30140	301	320	0.7333333333333333
7224	18514	542	622	0.4
29295	15676	655	448	0.2318840579710145
10157	2865	927	373	0.3
18574	16110	558	332	0.20967741935483872
5418	8274	364	536	0.4166666666666667
29063	18481	504	1257	0.25
16312	5700	301	254	0.38235294117647056
11771	27116	384	1338	0.26785714285714285
27851	26950	555	475	0.5421166306695464
23028	26092	264	866	0.4090909090909091
2833	11503	548	507	0.2857142857142857
14526	13188	186	165	0.8162162162162162
26326	5665	599	333	0.2631578947368421
27120	23317	1122	1227	0.24390243902439024
22266	33435	570	767	0.32727272727272727
1452	27428	357	1243	0.32075471698113206
9538	16419	1241	1231	0.6339285714285714
29732	21355	763	332	0.4166666666666667
21742	22175	1290	488	0.22641509433962265
9816	27589	1316	599	0.2510822510822511
29943	9099	500	667	0.2857142857142857
3548	15856	502	299	0.3050847457627119
26554	31003	402	348	0.3888888888888889
3764	9435	1493	1503	0.6864973262032086
29798	20583	538	653	0.2903225806451613
7388	505	358	235	0.37037037037037035
504	23346	453	1638	0.23376623376623376
28614	31944	734	1405	0.22857142857142856
2730	27935	963	417	0.47368421052631576
179	20919	522	570	0.24285714285714285
4652	11654	1245	443	0.5833333333333334
5454	34245	346	351	0.3448275862068966
5984	25104	415	307	0.325
29729	13278	475	165	0.38461538461538464
11811	15789	1443	192	0.32
23919	12296	500	600	0.2916666666666667
15049	15161	262	265	0.38461538461538464
1094	24286	330	165	0.4
17867	34716	484	754	0.3870967741935484
18473	20950	475	351	0.45
5367	27433	1539	1321	0.36724008975317873
21682	31003	888	348	0.21739130434782608
3674	28990	719	525	0.5
19451	12343	659	417	0.29411764705882354
9521	7095	364	414	0.30434782608695654
34603	14889	353	646	0.25
2101	9693	524	221	0.32
17787	11576	505	515	0.2857142857142857
25948	17371	1333	255	0.38095238095238093
27018	34624	498	882	0.3333333333333333
21910	21687	509	733	0.34210526315789475
7233	1608	533	482	0.3023255813953488
19961	4510	500	457	0.9011235955056179
4246	21167	261	705	0.3137254901960784
19974	33057	346	1027	0.625
2148	20713	682	584	0.30158730158730157
6457	3270	888	311	0.3888888888888889
14506	12475	362	332	0.35294117647058826
18640	25647	526	512	0.2
23922	16240	553	293	0.24615384615384617
14697	27305	448	510	0.25390625
13309	15605	292	218	0.3333333333333333
426	20690	521	565	0.375
31587	24137	637	477	0.37142857142857144
19834	12681	411	628	0.36585365853658536
30504	3469	512	502	0.4939759036144578
189	18468	522	273	0.21495327102803738
7832	26582	487	525	0.4990328820116054
17271	15288	1100	505	0.28205128205128205
29546	29423	511	195	0.28
2163	9615	1134	345	0.47058823529411764
6284	30305	358	646	0.3404255319148936
702	17665	235	164	0.23333333333333334
28890	4029	1561	1325	0.36444444444444446
7295	12054	256	259	0.5884615384615385
22348	11116	388	415	0.3684210526315789
14678	13904	1309	292	0.3
30847	6064	547	536	0.2459016393442623
29430	24517	211	244	0.36363636363636365
24948	34680	456	890	0.23333333333333334
7106	29754	360	260	0.23481781376518218
24811	29127	465	367	0.30303030303030304
24574	2412	510	703	0.4375
23239	6186	1360	410	0.28846153846153844
32347	15515	1382	448	0.25170068027210885
15661	2000	556	526	0.3142857142857143
4534	3749	360	415	0.4166666666666667
22751	23795	747	400	0.20754716981132076
5502	24800	463	365	0.4117647058823529
12399	16210	853	365	0.3157894736842105
4825	31989	473	512	0.22954545454545455
13885	24627	332	315	0.6048632218844985
18843	32739	1220	515	0.4074074074074074
1830	34021	336	260	0.25316455696202533
16888	19659	1283	570	0.3137254901960784
2828	25277	407	1525	0.3793103448275862
22962	19399	555	1150	0.32653061224489793
23261	9780	1276	706	0.36666666666666664
21892	13279	592	191	0.45454545454545453
24157	30610	466	617	0.3783783783783784
1406	32601	341	544	0.42857142857142855
25047	24161	519	454	0.2692307692307692
439	17102	535	1244	0.36585365853658536
25687	11791	410	513	0.3142857142857143
809	30734	506	861	0.2647058823529412
20993	27877	618	255	0.25
9647	11946	292	343	0.2662337662337662
29502	7252	256	498	0.2978723404255319
10493	26913	322	509	0.2727272727272727
1708	8432	538	499	0.4666666666666667
25101	4250	1328	410	0.34375
7948	28580	567	372	0.2765957446808511
33589	1308	486	92	0.35
7703	1729	848	254	0.30303030303030304
14436	28574	505	684	0.25
211	4456	383	565	0.2602739726027397
18241	228	1325	334	0.2597402597402597
4406	30628	415	1277	0.3125
3208	3210	335	427	0.39285714285714285
12865	8908	292	537	0.5
32741	26621	1349	1509	0.22249793217535152
11015	34562	485	779	0.25
1580	22591	527	1353	0.273972602739726
34333	30266	870	277	0.42857142857142855
30470	32174	736	529	0.24489795918367346
32490	3260	471	444	0.25675675675675674
5546	18188	569	164	0.38461538461538464
30418	8790	1324	1220	0.7189952904238619
25277	33195	1525	709	0.29310344827586204
8483	6590	1273	656	0.2716049382716049
6893	22010	514	1274	0.2708333333333333
27970	26295	537	665	0.7
20048	28443	1352	254	0.4666666666666667
1846	32168	525	536	0.23076923076923078
29464	13256	299	292	0.18686868686868688
20836	23725	497	500	0.2348008385744235
25581	7344	260	602	0.34782608695652173
10960	9784	254	579	0.28378378378378377
2419	23206	340	1556	0.4
7872	13412	414	190	0.5
24143	26297	1295	406	0.23770491803278687
15739	30117	394	356	0.3277777777777778
18501	34776	756	753	0.15384615384615385
11449	23049	860	765	0.6785714285714286
2941	3192	655	641	0.2631578947368421
32505	23391	232	1476	0.29545454545454547
6936	27814	1323	350	0.4117647058823529
30603	17411	524	507	0.2158273381294964
34402	27267	283	665	0.35
30990	12395	256	470	0.25
23796	7906	346	518	0.3055555555555556
8566	7405	537	337	0.32558139534883723
32116	32547	460	1332	0.2
17179	33396	946	771	0.24074074074074073
29443	18491	211	509	0.2694300518134715
32710	29565	494	528	0.232662192393736
15647	24498	505	394	0.5333333333333333
21829	20112	578	359	0.29411764705882354
14166	15413	473	626	0.2545454545454545
24434	25338	424	532	0.23684210526315788
30780	8139	261	753	0.24705882352941178
11628	22981	470	1314	0.26666666666666666
9476	2365	346	356	0.2345679012345679
5259	13116	222	521	0.42105263157894735
4035	24901	467	1179	0.2702702702702703
16657	27904	293	249	0.23255813953488372
8066	9745	472	550	0.3125
25003	32171	528	724	0.26666666666666666
7335	5835	475	1270	0.24324324324324326
27540	12396	344	490	0.21212121212121213
13816	24219	394	532	0.45454545454545453
15661	2462	556	305	0.2564102564102564
13951	5000	192	803	0.3157894736842105
16077	31351	293	498	0.26666666666666666
14204	2595	458	292	0.30434782608695654
21032	25776	1316	252	0.25
34758	8690	800	560	0.3333333333333333
33790	31289	1022	567	0.2647058823529412
24504	15213	508	519	0.24285714285714285
15428	21589	556	335	0.42857142857142855
21724	11661	407	573	0.3
27756	11250	499	228	0.38461538461538464
3490	8896	675	503	0.3333333333333333
18138	32175	290	404	0.23076923076923078
16618	31460	192	516	0.5
33041	8119	1455	261	0.2708333333333333
7453	12209	475	656	0.25
10331	26426	504	320	0.20535714285714285
12908	19030	521	452	0.2702702702702703
24142	8009	1276	567	0.35714285714285715
29626	15122	456	192	0.2631578947368421
10826	8358	667	460	0.4666666666666667
9007	14485	364	292	0.36
5420	28868	341	407	0.2222222222222222
30152	33468	1283	1036	0.21818181818181817
28278	21996	349	478	0.38095238095238093
529	16010	304	190	0.5
18147	28795	165	450	0.6146788990825688
24479	3635	382	259	0.625
20726	21342	469	1147	0.3137254901960784
31611	32436	254	528	0.3548387096774194
31622	5169	534	504	0.2903225806451613
30060	19703	417	344	0.17582417582417584
13358	4860	165	263	0.25925925925925924
8227	19743	464	1378	0.25
13872	19779	164	1324	0.22641509433962265
20923	13526	422	853	0.3448275862068966
22920	16229	1270	192	0.2857142857142857
32958	5012	267	345	0.3076923076923077
4502	21654	566	516	0.7
32437	23050	681	793	0.23376623376623376
2074	9222	249	558	0.4444444444444444
30109	10349	258	346	0.2631578947368421
3287	17804	1054	1509	0.35
33788	2270	816	597	0.2702702702702703
12327	24938	503	421	0.2564102564102564
24455	29537	513	208	0.2391304347826087
23090	27374	363	541	0.2823529411764706
12219	16815	334	479	0.46153846153846156
12915	13072	165	164	0.7012195121951219
6581	26669	868	332	0.29411764705882354
35116	24744	329	255	0.3333333333333333
30186	312	590	305	0.5454545454545454
34134	20671	435	476	0.2702702702702703
21267	1086	621	496	0.2857142857142857
26197	17843	513	191	0.4166666666666667
14931	17864	847	797	0.8707653701380176
17434	6956	505	1453	0.5333333333333333
3961	4420	1264	348	0.21518987341772153
1025	19650	388	1312	0.26785714285714285
9562	31901	1431	562	0.3783783783783784
31060	17068	311	1206	0.3023255813953488
12645	22859	508	528	0.5
18245	9847	366	1297	0.2727272727272727
7519	91	1260	255	0.21266968325791855
6999	34378	550	162	0.5714285714285714
4653	33091	559	1021	0.20754716981132076
27240	7446	692	537	0.24
14033	10198	362	542	0.29411764705882354
16083	24229	192	1281	0.375
29379	21034	515	294	0.16666666666666666
13771	34646	192	1073	0.3
20098	32951	506	354	0.24444444444444444
5083	6602	570	262	0.3333333333333333
5842	21295	251	316	0.6
32734	2463	345	221	0.3225806451612903
12363	19632	265	855	0.22807017543859648
30019	24211	1336	556	0.3157894736842105
25927	3487	843	545	0.2765957446808511
6062	27003	270	1062	0.29545454545454547
18762	10575	528	542	0.6155339805825243
25188	12279	261	261	0.6192307692307693
19784	21910	429	509	0.2777777777777778
21190	18601	646	1525	0.2146118721461187
212	11656	477	254	0.21818181818181817
8089	15107	1164	218	0.40086206896551724
22392	16427	584	218	0.4666666666666667
25518	11116	1274	415	0.34210526315789475
9442	16381	258	411	0.35
18644	259	1276	339	0.20454545454545456
32125	5463	316	811	0.24
29151	16129	811	507	0.25806451612903225
19339	15012	1541	1272	0.3617339312406577
18100	25226	525	535	0.22058823529411764
25101	4067	1328	427	0.35135135135135137
22316	16986	1309	555	0.3333333333333333
30951	3249	519	479	0.30620985010706636
3318	27336	312	338	0.34210526315789475
3324	16373	411	404	0.2647058823529412
34438	5045	189	557	0.3333333333333333
3373	28933	361	642	0.5
23427	7101	547	669	0.2830188679245283
25636	12444	1308	365	0.28378378378378377
22105	8746	420	575	0.2857142857142857
4886	17023	572	473	0.27450980392156865
5597	11620	639	295	0.42857142857142855
29	11171	514	538	0.3076923076923077
10843	19075	276	271	0.4166666666666667
6992	31955	1233	403	0.3448275862068966
22148	26172	482	855	0.375
4415	25098	260	1236	0.38095238095238093
33724	2726	300	926	0.42105263157894735
22114	28581	1320	502	0.2235294117647059
16586	5629	482	345	0.2978723404255319
34654	22005	924	607	0.34146341463414637
17682	7985	804	516	0.296875
12566	14308	292	510	0.2857142857142857
12914	28491	191	658	0.5454545454545454
25694	23570	503	1375	0.2621359223300971
808	9206	505	363	0.42857142857142855
33940	22317	878	1288	0.3076923076923077
4413	21544	541	411	0.4444444444444444
28252	20938	337	493	0.30303030303030304
7639	28786	411	320	0.2033898305084746
6481	24458	1314	1273	0.6956175298804781
31027	11169	292	501	0.42857142857142855
3902	21574	475	441	0.2765957446808511
11644	19924	424	1543	0.2413793103448276
11683	11153	829	453	0.40625
5612	7611	356	421	0.25
6726	18555	994	472	0.3090909090909091
10487	17716	1531	362	0.26373626373626374
33015	7399	894	337	0.19540229885057472
19018	7219	226	1338	0.20930232558139536
18628	448	377	444	0.4
5510	14181	855	853	0.37777777777777777
33635	23712	1020	348	0.22794117647058823
26002	12423	248	147	0.5
7929	18645	867	460	0.32
11036	27013	468	418	0.3888888888888889
21066	10081	679	527	0.18556701030927836
374	7910	338	344	0.7373134328358208
10635	2000	236	526	0.5
7082	29505	502	256	0.4375
19789	2815	369	323	0.26785714285714285
9971	3384	867	469	0.26666666666666666
33167	19839	384	593	0.3333333333333333
20134	28563	857	690	0.38095238095238093
32977	33652	897	892	0.9146341463414634
34116	25624	992	631	0.23655913978494625
26427	23854	534	1130	0.3793103448275862
19483	4856	1287	325	0.4166666666666667
9625	30366	697	460	0.2909090909090909
12230	8167	562	505	0.4166666666666667
16206	25269	168	449	0.35294117647058826
29954	21426	516	434	0.22330097087378642
6670	27285	292	532	0.42857142857142855
20458	17898	420	411	0.975669099756691
8110	20536	1199	1237	0.3170731707317073
12542	9799	1320	509	0.3389830508474576
7450	1667	347	1324	0.2727272727272727
6232	6447	510	1495	0.275
12496	4039	803	465	0.3181818181818182
33907	20620	956	925	0.21311475409836064
9004	14269	319	521	0.42105263157894735
6707	23547	1038	1276	0.26666666666666666
26387	34971	293	771	0.3076923076923077
11195	15454	400	301	0.35294117647058826
18993	11995	470	1202	0.36363636363636365
16430	810	293	468	0.39285714285714285
8217	9669	1209	359	0.22950819672131148
16501	25856	232	552	0.28205128205128205
11413	25759	318	414	0.42857142857142855
31235	5352	227	1678	0.32432432432432434
15905	10361	521	1325	0.24489795918367346
657	9138	411	556	0.30434782608695654
20521	16180	1330	290	0.3
16589	10415	458	545	0.3125
15842	27781	839	511	0.5833333333333334
28902	2579	515	233	0.23255813953488372
29372	31069	515	469	0.21920668058455114
25222	1942	875	1362	0.24489795918367346
20377	8822	510	868	0.21666666666666667
12969	35078	447	874	0.2807017543859649
32341	27958	503	860	0.4
25895	30786	324	502	0.38461538461538464
19817	3395	1315	1211	0.24371859296482412
32716	31902	526	464	0.22755741127348644
8787	4917	565	221	0.2222222222222222
2602	29413	433	543	0.2835820895522388
22153	11696	498	499	0.22594142259414227
19143	3392	247	460	0.3333333333333333
1341	15800	890	332	0.21212121212121213
14330	2345	536	523	0.26506024096385544
24272	4786	244	1246	0.3157894736842105
1223	32312	1351	409	0.22105263157894736
9479	18589	553	1246	0.34375
30274	9015	313	1247	0.23880597014925373
22587	18121	423	1523	0.25
11983	28328	530	467	0.26570048309178745
22698	18962	292	259	0.3125
4242	28630	1326	474	0.27906976744186046
34855	13590	373	638	0.25263157894736843
11657	31810	539	255	0.27906976744186046
28468	15331	1294	394	0.2037914691943128
20910	12142	501	488	0.21896162528216703
14387	6776	525	1047	0.2857142857142857
11092	33507	527	473	0.21978021978021978
12499	24990	146	552	0.2631578947368421
12563	10905	502	287	0.21428571428571427
30108	27949	1261	482	0.2777777777777778
33814	1398	143	522	0.2631578947368421
31333	2603	350	276	0.2972972972972973
17969	11838	484	521	0.3908523908523909
15220	23087	394	534	0.19444444444444445
29924	15137	410	629	0.36585365853658536
5182	34148	525	867	0.2222222222222222
24065	15418	486	332	0.42105263157894735
4638	5285	338	376	0.5
27943	12260	495	292	0.2391304347826087
5300	12528	593	232	0.24761904761904763
20889	16347	506	502	0.5
20477	30643	536	317	0.28846153846153844
3737	22687	1302	292	0.3225806451612903
448	30754	444	1312	0.3055555555555556
216	32480	545	259	0.25842696629213485
31423	24573	502	531	0.3
401	19499	1287	505	0.19607843137254902
18517	26181	691	518	0.2
12964	22708	231	534	0.5384615384615384
29888	24765	548	382	0.23958333333333334
33067	27272	775	716	0.30434782608695654
27171	8208	425	338	0.3684210526315789
4632	15576	334	348	0.3103448275862069
752	21322	545	1323	0.3157894736842105
23488	4781	1208	405	0.25333333333333335
16856	18315	377	1335	0.28888888888888886
23527	18212	1513	542	0.22772277227722773
11227	10674	516	513	0.4666666666666667
24299	21811	192	696	0.3023255813953488
22062	6607	1294	736	0.3684210526315789
12854	12381	332	334	0.3
2265	21456	332	336	0.22826086956521738
4411	23004	347	493	0.4
19277	6308	513	756	0.375
27097	13642	345	318	0.22727272727272727
23225	7191	334	502	0.2894736842105263
6520	1698	197	524	0.3333333333333333
26917	32629	1332	536	0.2571428571428571
20225	22454	1242	487	0.28888888888888886
7029	15099	274	1511	0.2571428571428571
28107	15032	553	448	0.2976190476190476
26339	23296	537	1045	0.25
643	21966	590	898	0.24
1994	16502	333	556	0.3333333333333333
4252	32193	484	553	0.6153846153846154
15555	32546	360	496	0.21428571428571427
9329	9218	731	498	0.26666666666666666
15548	17092	521	1240	0.3088235294117647
8802	27512	261	585	0.3076923076923077
31907	32920	270	279	0.38461538461538464
30547	2591	491	678	0.27586206896551724
13023	11304	1299	516	0.375
14187	7342	476	282	0.275
9170	33813	397	1024	0.5625
5254	28924	1303	677	0.22380952380952382
