accession	protein_names	gene_names	organism	cluster	n_substrates	mean_tanimoto	median_tanimoto	std_tanimoto	min_tanimoto	max_tanimoto
A0ABM4EXH0	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	SCP2	Apteryx mantelli (North Island brown kiwi)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
A0ABS2YB52	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	Scp2 GTO93_0014612	Polyodon spathula (North American paddlefish) (Squalus spathula)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
G1NFG0	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	SCP2	Meleagris gallopavo (Wild turkey)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
H0ZFP9	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	SCP2	Taeniopygia guttata (Zebra finch) (Poephila guttata)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
Q07598	Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X) (SCP-X)	SCP2	Gallus gallus (Chicken)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
R0L6N8	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	Anapl_07038	Anas platyrhynchos (Mallard) (Anas boschas)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
U3IKU2	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	SCP2	Anas platyrhynchos platyrhynchos (Northern mallard)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
U3JT05	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	SCP2	Ficedula albicollis (Collared flycatcher) (Muscicapa albicollis)	69	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A4X2L6H9	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	HSD17B8	Vombatus ursinus (Common wombat)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A4X2L6I9	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	HSD17B8	Vombatus ursinus (Common wombat)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A5N4CQN0	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	Cadr_000022012	Camelus dromedarius (Dromedary) (Arabian camel)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A5N4CQN4	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	Cadr_000022012	Camelus dromedarius (Dromedary) (Arabian camel)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A673U793	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	HSD17B8	Suricata suricatta (Meerkat)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A7N4P7T8	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Testosterone 17-beta-dehydrogenase 8)	SLC39A7	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
L5LL88	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	MDA_GLEAN10006856	Myotis davidii (David's myotis)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
L9L374	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (Estradiol 17-beta-dehydrogenase 8) (Solute carrier family 39 member 7) (Testosterone 17-beta-dehydrogenase 8) (Zinc transporter SLC39A7) (Zrt-, Irt-like protein 7)	TREES_T100014565	Tupaia chinensis (Chinese tree shrew) (Tupaia belangeri chinensis)	70	5	0.4047	0.3943	0.1435	0.2131	0.6591
A0A7L0FE30	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	Cyp39a1 CORCON_R09430	Corythaixoides concolor (Grey go-away-bird)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4HZR8	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1 FQV24_0002398	Spheniscus mendiculus (Galapagos penguin)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4JQL0	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1 FQV14_0011084	Eudyptes sclateri (Erect-crested penguin)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4KQA3	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1 FQA23_0004866	Aptenodytes patagonicus (King penguin)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4KUP9	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1 FQV12_0005300	Eudyptes chrysocome (Western rockhopper penguin) (Aptenodytes chrysocome)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4MYH3	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1_1 FQV19_0004383	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A8J4NJQ7	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	CYP39A1_0 FQV19_0004184	Eudyptula minor (Little blue penguin) (Aptenodytes minor)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0AA40L379	24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase)	Cyp39a1 KCX86_0000607	Pygoscelis papua (Gentoo penguin)	70	12	0.3678	0.4151	0.2509	0.0864	0.7759
A0A3M0KTP1	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	DUI87_06490	Hirundo rustica rustica	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A493TMY8	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Anas platyrhynchos platyrhynchos (Northern mallard)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A663EW06	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Aquila chrysaetos chrysaetos	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A663EWJ5	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Aquila chrysaetos chrysaetos	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A663EX39	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Aquila chrysaetos chrysaetos	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A663EX42	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Aquila chrysaetos chrysaetos	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A663NA52	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A670JM13	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Podarcis muralis (Wall lizard) (Lacerta muralis)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A670JNW6	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Podarcis muralis (Wall lizard) (Lacerta muralis)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A670JRH0	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Podarcis muralis (Wall lizard) (Lacerta muralis)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A670JT31	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Podarcis muralis (Wall lizard) (Lacerta muralis)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A672V6Z0	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Strigops habroptila (Kakapo)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A6J3EDY3	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45)	GBA2	Aythya fuligula (Tufted duck) (Anas fuligula)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K4IVG3	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 GEOCAL_R13039	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K4LNL5	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 CRYUND_R09223	Crypturellus undulatus	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K4VCP7	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 EMBFUC_R07460	Emberiza fucata	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K5FUB4	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 PROATE_R02969	Probosciger aterrimus (Palm cockatoo)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K5HX12	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 CROSUL_R03586	Crotophaga sulcirostris (Groove-billed ani)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K5PNA2	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 ERYMCC_R11883	Erythrocercus mccallii	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K5Z1X0	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 PTEBUR_R04757	Pterocles burchelli	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K6I8A8	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 DASBRO_R13425	Dasyornis broadbenti (rufous bristle-bird)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K6PXV0	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 IFRKOW_R02659	Ifrita kowaldi (blue-capped ifrita)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K6Y066	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 PROCAF_R08939	Promerops cafer (Cape sugarbird)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7CBZ9	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 APHCOE_R14709	Aphelocoma coerulescens (Florida scrub-jay) (Corvus coerulescens)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7ENT3	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 SYLATR_R13632	Sylvia atricapilla (blackcap)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7G9K4	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 ERIRUB_R11327	Erithacus rubecula (European robin)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7LLN8	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 ASASCU_R01137	Asarcornis scutulata	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7NZ71	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2_0 HALALB_R08735	Haliaeetus albicilla (White-tailed sea-eagle) (Falco albicilla)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K7QQY4	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 POEATR_R08478	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8FIU0	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 STRCIN_R03214	Struthidea cinerea	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8HDM3	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 ALERUF_R02573	Aleadryas rufinucha (rufous-naped whistler)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8INJ5	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 CHAPAP_R12202	Chaetorhynchus papuensis (pygmy drongo)	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8MQI1	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 PTILEU_R04290	Ptilorrhoa leucosticta	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8QY27	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 SMICAP_R06333	Smithornis capensis	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K8SCM6	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 RHOROS_R04263	Rhodinocichla rosea	71	7	0.5072	0.4943	0.1939	0.2697	1.0
A0A7K9W2E5	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (Cholesteryl-beta-glucosidase GBA2) (Glucosylceramidase 2) (Non-lysosomal cholesterol glycosyltransferase) (Non-lysosomal galactosylceramidase) (Non-lysosomal glycosylceramidase)	Gba2 RHIDAH_R13612	Rhipidura dahli	71	7	0.5072	0.4943	0.1939	0.2697	1.0
